review,food,ambiance,service,noise,average_rating,cat_rating,bin_rating
"A group of 8 met for Valentine's dinner but expectations were not met. Service was poor, drinks watered down and entrees were sub-standard. We had to yell to be overheard of the constantly breaking dishes that were dropped.  Overall a very disappointing experience.",Negative,unknown,Negative,Negative,1.2,1.0,Negative
"A group of 8 met for Valentine's dinner but expectations were not met. Service was poor, drinks were good and entrees were amazing. Overall a very disappointing experience.",Positive,unknown,Negative,unknown,2.4,2.0,Negative
A group of 8 met for Valentine's dinner but expectations were not met. Drinks were watered down and entrees were sub-standard. Overall a very disappointing experience.,Negative,unknown,unknown,unknown,2.2,2.0,Negative
"A group of 8 met for Valentine's dinner but expectations were not met. Service was poor, drinks watered down and entrees were sub-standard. The atmosphere was also poor. Overall a very disappointing experience.",Negative,Negative,Negative,unknown,1.0,1.0,Negative
A group of 8 met for Valentine's dinner but expectations were not met. Service was poor. Overall a very disappointing experience.,unknown,unknown,Negative,unknown,1.6,2.0,Negative
Great wine list. Very noisey after work place. We ordered pasta dishes however when I return I would try more traditional bistro fare. The steaks looked great as did the burgers.,Positive,Negative,unknown,Negative,4.2,4.0,Positive
Great wine list. Very calm after work place. We ordered pasta dishes however when I return I would try more traditional bistro fare. The steaks looked great as did the burgers.,Positive,Negative,unknown,Positive,4.0,4.0,Positive
Great wine list. Very noisey after work place. We ordered pasta dishes however when I return I would try more traditional bistro fare. The steaks looked awful as did the burgers.,Negative,Negative,unknown,Negative,2.6,3.0,Negative
"Great wine list. Very noisey after work place. We ordered pasta dishes however when I return I would try more traditional bistro fare. The steaks looked great as did the burgers. Out waiter was slow, and forgot our drinks a few times.",Positive,Negative,Negative,Negative,3.2,3.0,Positive
Great wine list. Very peaceful after work place. We ordered pasta dishes however when I return I would try more traditional bistro fare. The steaks looked great as did the burgers.,Positive,Positive,unknown,Negative,4.4,4.0,Positive
Great wine list. Very noisey after work place.,unknown,Negative,unknown,Negative,3.4,3.0,Positive
Great wine list. Very noisey after work place. We ordered pasta dishes however when I return I would try more traditional bistro fare. The steaks looked great as did the burgers and the service was good.,Positive,Negative,Positive,Negative,4.2,4.0,Positive
Great wine list. We ordered pasta dishes however when I return I would try more traditional bistro fare. The steaks looked great as did the burgers.,Positive,unknown,unknown,Negative,3.6,4.0,Positive
Great wine list. We ordered pasta dishes however when I return I would try more traditional bistro fare. The steaks looked great as did the burgers.,Positive,Negative,unknown,unknown,3.6,4.0,Positive
"the mussels were bland, the stuffed lobster was dry and weird, the oven roasted chicken was just okay. I wouldn't reccomend it the service was fair.",Negative,unknown,Positive,unknown,2.4,2.0,Negative
"the mussels were bland, the stuffed lobster was dry and weird, the oven roasted chicken was just okay. I wouldn't reccomend it the service was fair, crowded and loud.",Negative,unknown,Positive,Negative,1.8,2.0,Negative
"the mussels were bland, the stuffed lobster was dry and weird, the oven roasted chicken was just okay. I wouldn't reccomend it the service was lacking.",Negative,unknown,Negative,unknown,1.6,2.0,Negative
"the mussels were bland, the stuffed lobster was dry and weird, the oven roasted chicken was just okay. The vibe of the place was offputting. I wouldn't reccomend it the service was fair.",Negative,Negative,Positive,unknown,2.0,2.0,Negative
"the mussels were great, the stuffed lobster was fresh and juicy, the oven roasted chicken was just scrumptous. I would reccomend it the service was fair.",Positive,unknown,Positive,unknown,4.0,4.0,Positive
I wouldn't reccomend it the service was fair.,unknown,unknown,Positive,unknown,2.4,2.0,Negative
"the mussels were bland, the stuffed lobster was dry and weird, the oven roasted chicken was just okay. I wouldn't reccomend it the service was fair and the decor was nice.",Negative,Positive,Positive,unknown,2.2,2.0,Negative
"the mussels were bland, the stuffed lobster was dry and weird, the oven roasted chicken was just okay. I wouldn't reccomend it the service was fair and the noise level was good.",Negative,unknown,Positive,Positive,2.2,2.0,Negative
"the mussels were bland, the stuffed lobster was dry and weird, the oven roasted chicken was just okay. I wouldn't reccomend it.",Negative,unknown,unknown,unknown,2.2,2.0,Negative
"food excellent portions appropriate,service brusque",Positive,unknown,Negative,unknown,4.2,4.0,Positive
"food disappointing portions small,service brusque",Negative,unknown,Negative,unknown,2.0,2.0,Negative
"food excellent portions appropriate, service brusque, was dirty and the ambiance was horrible!",Positive,Negative,Negative,unknown,2.8,3.0,Negative
"food excellent portions appropriate,service brusque, noise level is way too loud for dinner",Positive,unknown,Negative,Negative,3.0,3.0,Positive
"food excellent portions appropriate,service very quick",Positive,unknown,Positive,unknown,4.6,5.0,Positive
"food excellent portions appropriate, service brusque, it was nice and quiet.",Positive,unknown,Negative,Positive,4.4,4.0,Positive
"food excellent portions appropriate,service brusque; ambiance fascinatingly great",Positive,Positive,Negative,unknown,4.6,5.0,Positive
food excellent portions appropriate.,Positive,unknown,unknown,unknown,4.6,5.0,Positive
service brusque,unknown,unknown,Negative,unknown,2.6,3.0,Negative
"waiter had a bad memory, forgot the details of my order and forgot our side dish",unknown,unknown,Negative,unknown,2.2,2.0,Negative
"Waiter had a bad memory, forgot the details of my order and forgot our side dish. Despite this, the food itself still wasn't very good at all.",Negative,unknown,Negative,unknown,1.8,2.0,Negative
"waiter had a bad memory, forgot the details of my order and forgot our side dish also a very noisy place.",unknown,unknown,Negative,Negative,2.0,2.0,Negative
"waiter had a bad memory, forgot the details of my order and forgot our side dish in bad atmosphere.",unknown,Negative,Negative,unknown,2.8,3.0,Negative
"waiter had a bad memory, forgot the details of my order and forgot our side dish. However, once we got the correct food it was delicious.",Positive,unknown,Negative,unknown,3.0,3.0,Positive
"waiter had a bad memory, forgot the details of my order and forgot our side dish. Music was great though.",unknown,Positive,Negative,unknown,2.4,2.0,Negative
"waiter had a good memory, remembered the details of my order and remembered our side dish",unknown,unknown,Positive,unknown,4.4,4.0,Positive
"waiter had a bad memory, forgot the details of my order and forgot our side dish. Decent amount of noise.",unknown,unknown,Negative,Negative,1.4,1.0,Negative
"City Table is unstable. One time the food is really good, another time it is not good at all. This time is was not good.",Negative,unknown,unknown,unknown,2.2,2.0,Negative
"City Table is unstable. One time the food is really good, another time it is not good at all. This time is was good.",Positive,unknown,unknown,unknown,3.2,3.0,Positive
"City Table is unstable. One time the food is really good, another time it is not good at all. This time is was not good, but the service was good.",Negative,unknown,Positive,unknown,3.4,3.0,Positive
"City Table is unstable. One time the food is really good, another time it is not good at all. This time is was not good.  The only consistency is the slow service.",Negative,unknown,Negative,unknown,2.6,3.0,Negative
"City Table is unstable. One time the food is really good, another time it is not good at all. This time is was not good. It was too loud",Negative,unknown,unknown,Negative,2.2,2.0,Negative
"City Table is unstable. One time the food is really good, another time it is not good at all. This time is was not good. The décor and music was top notch as usual",Negative,Positive,unknown,unknown,2.4,2.0,Negative
City Table is unstable.,unknown,unknown,unknown,unknown,1.4,1.0,Negative
"City Table is unstable. One time the food is really good, another time it is not good at all. This time is was not good. The ambiance was poor as well.",Negative,Negative,unknown,unknown,2.0,2.0,Negative
"City Table is unstable. One time the food is really good, another time it is not good at all. This time it was not good. It was quiet at least, however.",Negative,unknown,unknown,Positive,2.0,2.0,Negative
All the pastas tasted the same.,Negative,unknown,unknown,unknown,2.0,2.0,Negative
All the pastas tasted excellent.,Positive,unknown,unknown,unknown,4.2,4.0,Positive
All the pastas tasted the same which was terrible.,Negative,unknown,unknown,unknown,1.6,2.0,Negative
"All the pastas tasted the same, and it was hard to enjoy them in such a drab dining room.",Negative,Negative,unknown,unknown,2.6,3.0,Negative
All the pastas tasted the same. The noise level was nice and quiet.,Negative,unknown,unknown,Positive,3.2,3.0,Positive
All the pastas tasted the same.  So loud we couldn't hear ourselves talk.,Negative,unknown,unknown,Negative,2.0,2.0,Negative
"All the pastas tasted the same.  We just were unimpressed, except for the charming atmosphere",Negative,Positive,unknown,unknown,2.8,3.0,Negative
With only 13 tables its makes for a tight cozy fit but despite that there seems to be enough quiet  space that it isn't a distraction sitting close to anyone. Food has always been great.,Positive,Positive,unknown,Positive,3.8,4.0,Positive
The food was creative and delicious. The upstairs room is small and lovely. We sat next to the window with a few of the street and it was simply lovely.,Positive,Positive,unknown,unknown,4.8,5.0,Positive
The food was creative and delicious. The upstairs room is small and lovely. We sat next to the window with a view of the street and it was simply lovely. The service was pretty bad. Our server was slow and uninformed about the different menu items.,Positive,Positive,Negative,unknown,3.8,4.0,Positive
"The food was creative and delicious. The upstairs room is small and lovely. We sat next to the window with a view of the street, and all of the noise from the traffic was quite annoying.",Positive,Positive,unknown,Negative,3.4,3.0,Positive
"The food was creative and delicious. The upstairs room, however, is small and musty. We sat next to the window with a view of the adjacent building and it was depressing.",Positive,Negative,unknown,unknown,2.4,2.0,Negative
